,key,sum(summ),sum(count),total
15663,Umbrella Lights,4380.0,1162,3.7693631669535286
15664,Warning Buzzer & Chime,49.0,13,3.769230769230769
15665,Health Care Administration,49.0,13,3.769230769230769
15666,Magnetism,98.0,26,3.769230769230769
15667,Snap Grip Hose Clamps,49.0,13,3.769230769230769
15668,Aircraft Design & Construction,49.0,13,3.769230769230769
15669,Evaporation & Drying Equipment,147.0,39,3.769230769230769
15670,Cellars,49.0,13,3.769230769230769
15671,Water Quality & Treatment,49.0,13,3.769230769230769
15672,Extension Pipe,49.0,13,3.769230769230769
15673,Vascular,49.0,13,3.769230769230769
15674,Basket Making Kits,49.0,13,3.769230769230769
15675,Plastic Decking,49.0,13,3.769230769230769
15676,Strobe Effects,2770.0,735,3.7687074829931975
15677,Fill Stations,456.0,121,3.768595041322314
15678,Radio & Wireless,2668.0,708,3.768361581920904
15679,Gas Cans,16432.0,4361,3.7679431323091035
15680,Emergency Medical Services,2630.0,698,3.767908309455587
15681,Underwater Photography,58225.0,15453,3.7678767876787678
15682,Engineering,40022.0,10622,3.767840331387686
15683,Birdwatching,2223.0,590,3.7677966101694915
15684,Teeth Whitening,67698.0,17969,3.767488452334576
15685,Ovens & Toasters,194860.0,51724,3.7673033794756785
15686,Nets & Posts,275.0,73,3.767123287671233
15687,Foot & Nail Care,968.0,257,3.7665369649805447
15688,Webcams,89061.0,23648,3.766111299052774
15689,Fake Eyelashes & Adhesives,53458.0,14198,3.7651781941118467
15690,Nursing & Maternity Bras,39271.0,10431,3.764835586233343
15691,Bidets,2481.0,659,3.764795144157815
15692,Crystal Twisters,64.0,17,3.764705882352941
15693,Paper Cups,64.0,17,3.764705882352941
15694,Toy Baseball,1871.0,497,3.7645875251509056
15695,Tablets,289496.0,76902,3.7644794673740605
15696,Free One-Day Shipping on Jewelry,11700.0,3108,3.7644787644787643
15697,Computer Tables,1916.0,509,3.764243614931238
15698,Tip-Ups,463.0,123,3.7642276422764227
15699,Barriers,7286.0,1936,3.7634297520661155
15700,Pool Hoses,3195.0,849,3.7632508833922262
15701,Boomerangs,1874.0,498,3.7630522088353415
15702,Philadelphia,222.0,59,3.76271186440678
15703,Celeste,666.0,177,3.76271186440678
15704,Satellite Television,34210.0,9092,3.762648482182138
15705,Punching Bags,18523.0,4923,3.762543164736949
15706,Electric Massagers,112048.0,29780,3.7625251846877097
15707,Running GPS Units,35241.0,9367,3.762250453720508
15708,Teakettles,53768.0,14292,3.762104673943465
15709,Telecommunications & Sensors,4063.0,1080,3.762037037037037
15710,PDAs & Handhelds,32259.0,8575,3.76198250728863
15711,"Heating, Ventilation &  Air Conditioning",158.0,42,3.761904761904762
15712,Candida,79.0,21,3.761904761904762
15713,Boost Controllers,395.0,105,3.761904761904762
15714,Casting Machines,79.0,21,3.761904761904762
15715,Bettye Muller,158.0,42,3.761904761904762
15716,Seal Kits,158.0,42,3.761904761904762
15717,Relora,2069.0,550,3.7618181818181817
15718,Glass Cutting Tools,1768.0,470,3.7617021276595746
15719,Tracksuits & Sweatsuits,5330.0,1417,3.761467889908257
15720,Developmental Biology,252.0,67,3.7611940298507465
15721,RC Aircraft,104119.0,27685,3.7608452230449703
15722,Nitrous Kits,440.0,117,3.7606837606837606
15723,Powdered Drink Mixes,4257.0,1132,3.760600706713781
15724,Ratchet Puller Hoists,455.0,121,3.760330578512397
15725,Electric & Battery Operated Staplers,94.0,25,3.76
15726,Cultivators,94.0,25,3.76
15727,Ethnic & Tribal,94.0,25,3.76
15728,Feather Beds,1816.0,483,3.759834368530021
15729,Swivel Chairs,2583.0,687,3.7598253275109172
15730,Dark Circle Treatments,18043.0,4799,3.7597416128360077
15731,Photography,215053.0,57201,3.7596021048583066
15732,Lip Plumpers,5079.0,1351,3.759437453737972
15733,Manufacturing,1000.0,266,3.7593984962406015
15734,Chemistry,10812.0,2876,3.7593880389429764
15735,Parking Brake Levers,203.0,54,3.759259259259259
15736,PC Headsets,137498.0,36577,3.7591382562812696
15737,Training Sticks,624.0,166,3.7590361445783134
15738,Matiko,218.0,58,3.7586206896551726
15739,PMP Exam,218.0,58,3.7586206896551726
15740,Screen Filters,11644.0,3098,3.7585539057456425
15741,Food Dispensers,14293.0,3803,3.758348672100973
15742,Bug Zappers,24345.0,6478,3.7581043531954306
15743,Sour Candy,233.0,62,3.7580645161290325
15744,Poker Table Tops,1706.0,454,3.7577092511013217
15745,Charcoal Air Purifiers,4032.0,1073,3.7576887232059644
15746,Volumetric Flasks,124.0,33,3.757575757575758
15747,CompactFlash Recorders,124.0,33,3.757575757575758
15748,Bunsen Burners,124.0,33,3.757575757575758
15749,Latex Caulk,759.0,202,3.757425742574257
15750,Car Chargers,432192.0,115024,3.757407149812213
15751,"Knots, Macrame & Rope Work",526.0,140,3.757142857142857
15752,Hoaxes & Deceptions,958.0,255,3.756862745098039
15753,Ice Fishing Combos,278.0,74,3.7567567567567566
15754,Couplers,417.0,111,3.7567567567567566
15755,Dive Rings & Toys,4617.0,1229,3.756712774613507
15756,Caller ID Displays,5064.0,1348,3.7566765578635013
15757,Under-Cabinet Lights,22908.0,6098,3.7566415218104297
15758,RC Trucks,10327.0,2749,3.756638777737359
15759,Tabletop Billiards & Pool,571.0,152,3.7565789473684212
15760,Joseph Allen,154.0,41,3.7560975609756095
15761,Racing Seats,770.0,205,3.7560975609756095
15762,Rainbow Steps,154.0,41,3.7560975609756095
15763,Magnetic Field Therapy,5018.0,1336,3.7559880239520957
15764,Machinery,646.0,172,3.755813953488372
15765,Hitting Mats,1307.0,348,3.7557471264367814
15766,Hair Removal,177745.0,47333,3.7552025014260666
15767,Translating,1119.0,298,3.7550335570469797
15768,Hopper Feeders,582.0,155,3.7548387096774194
15769,Fiber Beds,413.0,110,3.7545454545454544
15770,RC Ground Vehicles,16796.0,4474,3.7541350022351363
15771,Frame Molding,229.0,61,3.7540983606557377
15772,N.Y.L.A.,3814.0,1016,3.7539370078740157
15773,Linux & Unix,4039.0,1076,3.753717472118959
15774,Pennsylvania,259.0,69,3.753623188405797
15775,Toaster Ovens,75841.0,20207,3.75320433513139
15776,Games & Strategy Guides,23418.0,6240,3.7528846153846156
15777,Water Heaters,20907.0,5571,3.752827140549273
15778,Jumpsuits & Rompers,3006.0,801,3.752808988764045
15779,Duck Head,364.0,97,3.752577319587629
15780,Grenades,1621.0,432,3.752314814814815
15781,Labor Policy,409.0,109,3.7522935779816513
15782,Accessories & Compressors,1287.0,343,3.752186588921283
15783,Diuretics,1906.0,508,3.751968503937008
15784,Hair Extensions & Wigs,120478.0,32112,3.751806178375685
15785,Green Coffee Bean Extract,57648.0,15366,3.7516595080046855
15786,Arch Supports,7303.0,1947,3.750898818695429
15787,Moth Protection,3282.0,875,3.750857142857143
15788,Robotic Pool Cleaners,7729.0,2061,3.7501213003396408
15789,Buna-N,60.0,16,3.75
15790,Daiquiri,15.0,4,3.75
15791,Personal Care Product Dispensers,75.0,20,3.75
15792,All Bird,105.0,28,3.75
15793,Intex,600.0,160,3.75
15794,Online Banking,15.0,4,3.75
15795,Housing,15.0,4,3.75
15796,Hand Edgers,975.0,260,3.75
15797,Wall Plate Screws,45.0,12,3.75
15798,Pump Shafts,60.0,16,3.75
15799,Furniture Hanging Hardware,60.0,16,3.75
15800,Converter Kits,15.0,4,3.75
15801,Montreal,90.0,24,3.75
15802,Fixed Gear Bike Frames,165.0,44,3.75
15803,Hepatology,15.0,4,3.75
15804,Urea Resin Adhesives,15.0,4,3.75
15805,Marnie Bugs,15.0,4,3.75
15806,Tetra Pond Plant Care,75.0,20,3.75
15807,Elaine Turner,45.0,12,3.75
15808,Office Chairs,75.0,20,3.75
15809,Industrial Label Makers,120.0,32,3.75
15810,Paper Drills,15.0,4,3.75
15811,Baby Stationery,45.0,12,3.75
15812,Controlled Environment Disposable Apparel,75.0,20,3.75
15813,Telephony,15.0,4,3.75
15814,Contemporary Christian,75.0,20,3.75
15815,Casualty,180.0,48,3.75
15816,Unequal Thread Length Rods & Studs,15.0,4,3.75
15817,"Grills, Smokers & Accessories",15.0,4,3.75
15818,Flip Charts,15.0,4,3.75
15819,Dusting Powders,1440.0,384,3.75
15820,Flag Terminals,15.0,4,3.75
15821,Track Bar Hardware & Parts,75.0,20,3.75
15822,Wipe Warmers,165.0,44,3.75
15823,Grab Bars,15.0,4,3.75
15824,Romania & Moldova,15.0,4,3.75
15825,SONDRA ROBERTS NEW YORK,105.0,28,3.75
15826,Dialysis Supplies,15.0,4,3.75
15827,Display Booths,90.0,24,3.75
15828,Camcorder Accessories,2156.0,575,3.7495652173913046
15829,Bilge Pumps,6681.0,1782,3.749158249158249
15830,Ring Toss,3063.0,817,3.749082007343941
15831,Shrubs,3910.0,1043,3.7488015340364336
15832,De-Icers & Salt Spreaders,5728.0,1528,3.74869109947644
15833,Thyroid Conditions,701.0,187,3.748663101604278
15834,Tuxedo Shirts,1844.0,492,3.747967479674797
15835,Raspberry Ketones,44161.0,11783,3.7478570822371213
15836,Civil Law,431.0,115,3.747826086956522
15837,Tape Decks,2522.0,673,3.74739970282318
15838,Unisex,5190.0,1385,3.747292418772563
15839,Herbs,22866.0,6103,3.746681959691955
15840,Handheld Steamers,6964.0,1859,3.7461000537923614
15841,Nephrology,221.0,59,3.7457627118644066
15842,Provinces,442.0,118,3.7457627118644066
15843,Lawn Tractor Attachments,5008.0,1337,3.745699326851159
15844,Court Records,427.0,114,3.745614035087719
15845,Pool Rafts & Inflatable Ride-ons,17574.0,4692,3.7455242966751916
15846,Steam Cleaners & Accessories,61170.0,16335,3.7447199265381084
15847,Light Strings,9129.0,2438,3.744462674323216
15848,Alarm Systems,3441.0,919,3.7442872687704027
15849,Ben Sherman,3542.0,946,3.744186046511628
15850,MP3 Players,398867.0,106531,3.744140203321099
15851,Drug Guides,760.0,203,3.7438423645320196
15852,Digital Media Receivers,18475.0,4935,3.7436676798378925
15853,Graph & Data Pads,1752.0,468,3.7435897435897436
15854,Air Ionizers,14180.0,3788,3.743400211193242
15855,Water Filtration & Softeners,53810.0,14376,3.7430439621591542
15856,Josmo,902.0,241,3.7427385892116183
15857,Shower Caps,9424.0,2518,3.742652899126291
15858,Pegs,625.0,167,3.7425149700598803
15859,Seat Covers & Accessories,87084.0,23271,3.74216836405827
15860,Maternity Supports,6657.0,1779,3.741989881956155
15861,Pre-Shave Oils,116.0,31,3.7419354838709675
15862,Cereal,2159.0,577,3.7417677642980935
15863,Timers,89375.0,23886,3.7417315582349495
15864,Aerospace,1347.0,360,3.7416666666666667
15865,Aquariums & Fish Bowls,35689.0,9539,3.741377502882902
15866,Home System Packages,3105.0,830,3.7409638554216866
15867,Pneumatic Equipment,101.0,27,3.740740740740741
15868,Trophies,303.0,81,3.740740740740741
15869,Stereo Microscopes,1096.0,293,3.74061433447099
15870,Spill Control Supplies,490.0,131,3.7404580152671754
15871,Blu-ray Players & Recorders,178259.0,47665,3.739830063988251
15872,Temperature Control Pillows,2573.0,688,3.739825581395349
15873,Pet Proofing,13149.0,3516,3.7397610921501707
15874,Language Instruction,24491.0,6549,3.7396549091464344
15875,Anatomical Models,172.0,46,3.739130434782609
15876,Kindle Fire Skins,86.0,23,3.739130434782609
15877,Chuches,86.0,23,3.739130434782609
15878,Scratch Pads,572.0,153,3.738562091503268
15879,Vocabulary,2886.0,772,3.738341968911917
15880,Motion-Activated Switches,3286.0,879,3.738339021615472
15881,Routers,293470.0,78504,3.738280851931112
15882,Altimeters,5955.0,1593,3.738229755178908
15883,Multiroom,785.0,210,3.738095238095238
15884,Arbor Type Milling Cutters,157.0,42,3.738095238095238
15885,Kids' Protective Gear,1170.0,313,3.7380191693290734
15886,Practice Swords,3581.0,958,3.7379958246346554
15887,Deer Stags,6018.0,1610,3.737888198757764
15888,Textiles & Costume,299.0,80,3.7375
15889,Figurine Lights,12928.0,3459,3.7374963862387975
15890,Fashion Design,6918.0,1851,3.7374392220421395
15891,Study Aids,669.0,179,3.7374301675977653
15892,Tributes,45521.0,12181,3.73704950332485
15893,Sports & Action Video Cameras,13651.0,3653,3.736928551875171
15894,"Spoilers, Wings & Styling Kits",4716.0,1262,3.7369255150554674
15895,Ice Fishing Reels,71.0,19,3.736842105263158
15896,Speed Bag Stands,142.0,38,3.736842105263158
15897,Assembly Language Programming,71.0,19,3.736842105263158
15898,Retainers,2623.0,702,3.7364672364672367
15899,Poultry Habitat Supplies,1375.0,368,3.7364130434782608
15900,Wigs,121191.0,32438,3.7360811394044022
15901,Drug Tests,16094.0,4308,3.735840297121634
15902,Accordions,833.0,223,3.7354260089686098
15903,Nike Watches,4482.0,1200,3.735
15904,RAID Controllers,3466.0,928,3.7349137931034484
15905,Ear Drops,1113.0,298,3.7348993288590604
15906,Sanding Pads,661.0,177,3.7344632768361583
15907,Poker Tables,1068.0,286,3.734265734265734
15908,Cruets,2920.0,782,3.734015345268542
15909,Lots,8181.0,2191,3.7339114559561843
15910,Pudding,519.0,139,3.7338129496402876
15911,Water Purification Equipment,168.0,45,3.7333333333333334
15912,Gear Box,56.0,15,3.7333333333333334
15913,Auto Temp Control Sensor,56.0,15,3.7333333333333334
15914,Math,4965.0,1330,3.7330827067669174
15915,Pregnancy Tests,16328.0,4374,3.7329675354366714
15916,Pest Control,249088.0,66739,3.7322704865221237
15917,UFOs,10036.0,2689,3.73224246931945
15918,Sunnism,724.0,194,3.731958762886598
15919,Breast Pumps,1642.0,440,3.731818181818182
15920,English Dictionaries,2694.0,722,3.731301939058172
15921,Puzzles & Games,207332.0,55566,3.7312745203901665
15922,Eyelash Tools,64990.0,17418,3.7311976116660928
15923,Legal Writing,194.0,52,3.730769230769231
15924,Chromatography Supplies,97.0,26,3.730769230769231
15925,Belarus & Ukraine,97.0,26,3.730769230769231
15926,Ropes,17452.0,4678,3.730654125694741
15927,Deck Lights,2119.0,568,3.7306338028169015
15928,"Language, Linguistics & Writing",5670.0,1520,3.7302631578947367
15929,Shots,1936.0,519,3.7302504816955686
15930,Oven Thermometers,8225.0,2205,3.7301587301587302
15931,Core & Abdominal Trainers,28594.0,7666,3.729976519697365
15932,Shapewear,129846.0,34816,3.7294921875
15933,Sound Measurement,317.0,85,3.7294117647058824
15934,Garden Center,2260.0,606,3.7293729372937294
15935,Body Glove,2010.0,539,3.7291280148423005
15936,Nuclear Physics,2073.0,556,3.7284172661870505
15937,Building Types & Styles,343.0,92,3.7282608695652173
15938,Wrist Weights,3635.0,975,3.7282051282051283
15939,"Slot Cars, Race Tracks & Accessories",4746.0,1273,3.7282010997643362
15940,Novelty Games,3784.0,1015,3.7280788177339903
15941,Plumbing & Household Automation,548.0,147,3.727891156462585
15942,Sensual Delights,1957.0,525,3.7276190476190476
15943,Maruti,41.0,11,3.727272727272727
15944,Econometrics,287.0,77,3.727272727272727
15945,Water Supply & Land Use,82.0,22,3.727272727272727
15946,Games & Toys,41.0,11,3.727272727272727
15947,CLEP,205.0,55,3.727272727272727
15948,Drum & Pail Lids,205.0,55,3.727272727272727
15949,Compression Bandages,164.0,44,3.727272727272727
15950,Craniomandibular & Temporomandibular,41.0,11,3.727272727272727
15951,Battery Relocation Kits,82.0,22,3.727272727272727
15952,Chemical Splash Apparel,205.0,55,3.727272727272727
15953,Tax Preparation,102623.0,27534,3.727137357448972
15954,RC Vehicles,125070.0,33559,3.7268690962186
15955,Car Cradles,13077.0,3509,3.726702764320319
15956,Headset Microphones,3134.0,841,3.7265160523186682
15957,Medical Themed Toys,272.0,73,3.7260273972602738
15958,MacOS,1114.0,299,3.725752508361204
15959,Ice Crushers,7935.0,2130,3.7253521126760565
15960,MMO & Free-to-Play Games,9544.0,2562,3.7252146760343483
15961,Bluetooth Headsets,519724.0,139519,3.725112708663336
15962,Thigh Slimmers,20240.0,5435,3.724011039558418
15963,Cuticle Scissors,1538.0,413,3.723970944309927
15964,Boy's Athletic Watches,2562.0,688,3.7238372093023258
15965,Aircraft Accessories,782.0,210,3.723809523809524
15966,Labeling Software,283.0,76,3.723684210526316
15967,Baby Dolls,5444.0,1462,3.7236662106703147
15968,Men's Interest,6319.0,1697,3.723629935179729
15969,Cri de Coeur,458.0,123,3.7235772357723578
15970,Hotel Safes,525.0,141,3.723404255319149
15971,Lingerie Sets,33026.0,8871,3.7229173712095593
15972,Bo Staffs,618.0,166,3.7228915662650603
15973,New Revised Standard,618.0,166,3.7228915662650603
15974,Steam Mops,46609.0,12520,3.7227635782747606
15975,Telescopes,13599.0,3653,3.7226936764303313
15976,Leggings,116853.0,31391,3.7225000796406613
15977,Toe Separators,8893.0,2389,3.7224780242779407
15978,Atmospheric Sciences,67.0,18,3.7222222222222223
15979,Etching Tools,67.0,18,3.7222222222222223
15980,Political Parties,2315.0,622,3.7218649517684885
15981,Replacement Filters,10767.0,2893,3.721742136190805
15982,Rod & Reel Combos,14209.0,3818,3.72158198009429
15983,E-mail Clients,1537.0,413,3.721549636803874
15984,Exercise Wheels,2173.0,584,3.720890410958904
15985,Weapon Stands,3635.0,977,3.72057318321392
15986,Songbooks,5465.0,1469,3.720217835262083
15987,Bingo Sets,811.0,218,3.720183486238532
15988,Path Lights,37245.0,10012,3.720035956851778
15989,Safety Caps,93.0,25,3.72
15990,Baroque,93.0,25,3.72
15991,Stencil Paper,279.0,75,3.72
15992,Educational Repellents,7759.0,2086,3.7195589645254077
15993,Psychiatry,2440.0,656,3.7195121951219514
15994,Chocolat Blu,517.0,139,3.7194244604316546
15995,Shanghai,119.0,32,3.71875
15996,Precious Metals,1636.0,440,3.7181818181818183
15997,Engine Heaters & Accessories,2651.0,713,3.718092566619916
15998,Ancient & Classical,145.0,39,3.717948717948718
15999,Diagnosis,1673.0,450,3.7177777777777776
16000,Kiddie Pools,7186.0,1933,3.7175375064666323
16001,A-Line,1052.0,283,3.717314487632509
16002,Refill Sponges,2962.0,797,3.7164366373902133
16003,Snow & Ice Melters,2449.0,659,3.716236722306525
16004,Semi-Automatic Espresso Machines,15224.0,4097,3.7158896753722237
16005,Recording & Sound,1423.0,383,3.715404699738903
16006,Historic,483.0,130,3.7153846153846155
16007,Wood Laminate Flooring,561.0,151,3.7152317880794703
16008,Car Safety & Security,53743.0,14469,3.714354827562375
16009,Microwaves,52.0,14,3.7142857142857144
16010,Guiders & Wedges,104.0,28,3.7142857142857144
16011,Flex Couplers,52.0,14,3.7142857142857144
16012,Fiberglass,26.0,7,3.7142857142857144
16013,Needle Valves,26.0,7,3.7142857142857144
16014,Starting Blocks,130.0,35,3.7142857142857144
16015,Beard Covers,52.0,14,3.7142857142857144
16016,X-Outs,26.0,7,3.7142857142857144
16017,Punchless Binders,26.0,7,3.7142857142857144
16018,Luer Stopcocks,26.0,7,3.7142857142857144
16019,Analytic Geometry,26.0,7,3.7142857142857144
16020,Mitzy,26.0,7,3.7142857142857144
16021,Zumfoot,104.0,28,3.7142857142857144
16022,Horseradish,26.0,7,3.7142857142857144
16023,Cosmetics,78.0,21,3.7142857142857144
16024,Baby Seats,26.0,7,3.7142857142857144
16025,Vision,26.0,7,3.7142857142857144
16026,Small Animal Food,26.0,7,3.7142857142857144
16027,Snow Thrower Mitts,26.0,7,3.7142857142857144
16028,SCSI Adapters,104.0,28,3.7142857142857144
16029,Equipment & Supplies,416.0,112,3.7142857142857144
16030,Mechanical,4587.0,1235,3.71417004048583
16031,Hand Fuel Pumps,4364.0,1175,3.7140425531914896
16032,Web Page Editors,3647.0,982,3.713849287169043
16033,Coffee Machines,242994.0,65432,3.713687492358479
16034,Playground Balls,4597.0,1238,3.7132471728594507
16035,Pop-Up Laundry Hampers,6713.0,1808,3.712942477876106
16036,Logic,349.0,94,3.7127659574468086
16037,Staplers & Tackers,6954.0,1873,3.7127602776294713
16038,Storage & Presentation Materials,71494.0,19260,3.7120456905503634
